Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
Georgia,12 to 13 years,Web developer; Desktop applications developer,C#; JavaScript; TypeScript,NA
Poland,12 to 13 years,Web developer; Mobile developer; Graphics programming; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C; C++; C#; CoffeeScript; Java; JavaScript; Lua; PHP; Python; SQL; TypeScript,13333.3333333333
Mozambique,12 to 13 years,NA,JavaScript; Python; SQL; Visual Basic 6,NA
Ukraine,12 to 13 years,Mobile developer,Java; Python; SQL,1500
India,12 to 13 years,Web developer,JavaScript; PHP; Python; SQL,NA
France,12 to 13 years,NA,JavaScript; Rust,NA
Germany,12 to 13 years,NA,C; Java; JavaScript; Lua; PHP; SQL; VB.NET; VBA,NA
Switzerland,12 to 13 years,DevOps specialist; Other,Java; Python,9e4
United States,12 to 13 years,Web developer; DevOps specialist,JavaScript; Python,146e3
United Kingdom,12 to 13 years,Web developer; Database administrator; Systems administrator; DevOps specialist; Other,C; JavaScript; Python; SQL,NA
Cuba,12 to 13 years,Web developer,JavaScript; Python,NA
Hungary,12 to 13 years,NA,NA,NA
Poland,12 to 13 years,Web developer,Java; JavaScript; SQL,NA
United Kingdom,12 to 13 years,Web developer,Assembly; C++; C#; JavaScript; SQL; TypeScript,NA
Poland,12 to 13 years,Machine learning specialist; Data scientist; Other,JavaScript; Python; R; SQL,NA
France,12 to 13 years,NA,NA,NA
Serbia,12 to 13 years,Web developer,CoffeeScript; JavaScript; Ruby; SQL,NA
United States,12 to 13 years,Web developer; Developer with a statistics or mathematics background,C#; JavaScript,88888
Australia,12 to 13 years,Web developer,C#; JavaScript,NA
United States,12 to 13 years,Web developer,Groovy; Java; JavaScript,61e3
United States,12 to 13 years,Mobile developer,C++; Objective-C,63e3
United Kingdom,12 to 13 years,Web developer,C#; Elixir; F#,59375
United Kingdom,12 to 13 years,Web developer; Database administrator; DevOps specialist,Assembly; C; Java; JavaScript; PHP; Ruby; SQL,72500
Russian Federation,12 to 13 years,NA,JavaScript; PHP; SQL,NA
Germany,12 to 13 years,NA,R,NA
Romania,12 to 13 years,Mobile developer; Graphics programming; Desktop applications developer,C; C++; Java; Python,NA
Poland,12 to 13 years,Embedded applications/devices developer,C; C++,35555.5555555556
India,12 to 13 years,Mobile developer,Java; Objective-C; Swift,NA
Greece,12 to 13 years,Web developer; Desktop applications developer; Systems administrator,C; C++; C#; Java; JavaScript; TypeScript,NA
New Zealand,12 to 13 years,Web developer,C#; JavaScript; SQL,NA
Germany,12 to 13 years,Web developer,JavaScript; PHP; SQL,3440.86021505376
United States,12 to 13 years,Web developer; Database administrator,C#; JavaScript; Python; SQL; VB.NET,41e3
Austria,12 to 13 years,Web developer; Database administrator,Java; SQL,48387.0967741935
Russian Federation,12 to 13 years,Web developer,NA,NA
Albania,12 to 13 years,Web developer,NA,NA
Pakistan,12 to 13 years,Web developer,NA,1526.71755725191
Macedonia,12 to 13 years,Web developer,NA,NA
United Kingdom,12 to 13 years,Web developer,NA,NA
Russian Federation,12 to 13 years,Web developer,NA,NA
Israel,12 to 13 years,Web developer; Desktop applications developer; DevOps specialist,NA,NA
Lithuania,12 to 13 years,Other,C++; C#,20537.6344086021
Tunisia,12 to 13 years,Web developer; Mobile developer; Graphics programming; Data scientist; Graphic designer; Desktop applications developer; Systems administrator,C; C++; C#; Java; JavaScript; Objective-C; PHP; SQL; VB.NET,NA
Ukraine,12 to 13 years,NA,JavaScript; Lua; PHP,NA
Kazakhstan,12 to 13 years,Web developer; Mobile developer,Java; JavaScript; PHP,NA
Russian Federation,12 to 13 years,Web developer,JavaScript; Lua; Python; TypeScript,18.0451127819549
Poland,12 to 13 years,Web developer,C#; Java; JavaScript,NA
India,12 to 13 years,NA,NA,NA
Poland,12 to 13 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,JavaScript; Perl; PHP,NA
Sweden,12 to 13 years,Web developer; Embedded applications/devices developer,C; C++; JavaScript; PHP; SQL,2828.05429864253
Hong Kong,12 to 13 years,Mobile developer; DevOps specialist,Java; JavaScript; Objective-C; Python; Swift; TypeScript,NA
Slovak Republic,12 to 13 years,Web developer; Database administrator,PHP; SQL,NA
United Kingdom,12 to 13 years,Graphics programming; Data scientist; Desktop applications developer,NA,NA
Lithuania,12 to 13 years,Web developer; Mobile developer; DevOps specialist,C#; SQL,NA
Canada,12 to 13 years,Web developer; Data scientist; Database administrator; Systems administrator; Quality assurance engineer,JavaScript; PHP; Python; SQL; VBA,39393.9393939394
India,12 to 13 years,Web developer,NA,NA
Slovak Republic,12 to 13 years,Web developer,JavaScript; PHP; SQL,NA
United Kingdom,12 to 13 years,NA,NA,NA
United Kingdom,12 to 13 years,Other,NA,NA
Slovenia,12 to 13 years,Web developer; Mobile developer; Data scientist; Desktop applications developer,NA,NA
United States,12 to 13 years,Mobile developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Desktop applications developer; Systems administrator,NA,NA
United States,12 to 13 years,Web developer; Embedded applications/devices developer; Database administrator; Systems administrator; Quality assurance engineer,NA,NA
Romania,12 to 13 years,Web developer,NA,NA
United States,12 to 13 years,Other,NA,NA
China,12 to 13 years,Web developer; Mobile developer; DevOps specialist,NA,NA
Argentina,12 to 13 years,Web developer,NA,NA
France,12 to 13 years,Developer with a statistics or mathematics background,NA,NA
South Africa,12 to 13 years,Web developer,NA,NA
United States,12 to 13 years,Other,NA,NA
Israel,12 to 13 years,Web developer; Other,NA,NA
United States,12 to 13 years,NA,C#,NA
Poland,12 to 13 years,Web developer,NA,32740.7407407407
India,12 to 13 years,Web developer,NA,NA
Switzerland,12 to 13 years,Web developer; Desktop applications developer; Database administrator; Systems administrator,NA,NA
Ukraine,12 to 13 years,Web developer,NA,NA
Romania,12 to 13 years,Web developer; Graphics programming; Machine learning specialist; Developer with a statistics or mathematics background; Database administrator,NA,NA
Spain,12 to 13 years,Web developer; DevOps specialist,NA,NA
United States,12 to 13 years,Web developer,NA,NA
Guatemala,12 to 13 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer,NA,NA
Russian Federation,12 to 13 years,Desktop applications developer,NA,NA
United States,12 to 13 years,Web developer,NA,NA
Venezuela,12 to 13 years,NA,C; C++; Java,NA
Germany,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,CoffeeScript; Elixir; Erlang; Groovy; Java; JavaScript; Objective-C; Perl; PHP; Python; Ruby; Swift,NA
Israel,12 to 13 years,NA,Python; R,NA
Poland,12 to 13 years,Web developer,JavaScript; PHP,NA
South Korea,12 to 13 years,Web developer,C++; C#; Java; JavaScript; SQL,27643.8219982036
Guatemala,12 to 13 years,NA,C#; Python,NA
United Kingdom,12 to 13 years,Other,C++; C#; F#; Java; SQL,5e4
United States,12 to 13 years,Other,Python; Ruby,NA
United States,12 to 13 years,NA,C; C++; JavaScript; PHP; Python; Scala; Swift,NA
United States,12 to 13 years,Web developer; DevOps specialist,Java; JavaScript; Perl; PHP; SQL,112e3
Belgium,12 to 13 years,Desktop applications developer,C#; CoffeeScript; JavaScript; Python; SQL; VB.NET,NA
United States,12 to 13 years,Desktop applications developer,C#; VB.NET,135e3
South Africa,12 to 13 years,NA,Assembly; C; JavaScript; PHP; Python; SQL,NA
Canada,12 to 13 years,Web developer; Systems administrator,Java; JavaScript; Python; SQL; TypeScript,49242.4242424242
United Kingdom,12 to 13 years,Web developer; Database administrator,C#; JavaScript; SQL; TypeScript; VB.NET,43750
Italy,12 to 13 years,Web developer,C#; JavaScript; SQL,43010.752688172
Germany,12 to 13 years,Mobile developer,C#; Objective-C; Python; Swift,58064.5161290323
India,12 to 13 years,NA,C; C++,NA
Bulgaria,12 to 13 years,Web developer,Java; JavaScript; Ruby; TypeScript,NA
Italy,12 to 13 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Database administrator; Systems administrator,Java; JavaScript; PHP; SQL,NA
Switzerland,12 to 13 years,Web developer; Database administrator,Java; JavaScript; PHP; SQL,NA
Ukraine,12 to 13 years,Web developer,JavaScript; Ruby,NA
Brazil,12 to 13 years,Web developer; DevOps specialist,JavaScript; Python,NA
Germany,12 to 13 years,Web developer; Graphics programming; Desktop applications developer,C; C++; JavaScript; Python; TypeScript,NA
Pakistan,12 to 13 years,NA,Java; PHP; Python; SQL,NA
Indonesia,12 to 13 years,NA,JavaScript; Julia; PHP; SQL,NA
Germany,12 to 13 years,NA,Assembly; C; C++; Java; JavaScript; PHP; SQL,NA
Argentina,12 to 13 years,NA,NA,NA
United States,12 to 13 years,NA,C,NA
France,12 to 13 years,Graphics programming; Developer with a statistics or mathematics background; Desktop applications developer; Systems administrator,Assembly; C; C++; Common Lisp; JavaScript; Ruby; SQL,35483.8709677419
Switzerland,12 to 13 years,Web developer; Mobile developer; Graphic designer; Desktop applications developer; Systems administrator; Other,JavaScript; PHP,NA
United Kingdom,12 to 13 years,Web developer,Java; JavaScript; PHP,NA
United Kingdom,12 to 13 years,Web developer,C#; JavaScript; SQL,NA
United States,12 to 13 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Systems administrator,C; Go; JavaScript; PHP; Python; Ruby; Swift,NA
Netherlands,12 to 13 years,NA,Python; SQL,NA
United Kingdom,12 to 13 years,Web developer; Database administrator; Systems administrator,C#; JavaScript; SQL,25e3
United States,12 to 13 years,NA,JavaScript; Python,NA
Australia,12 to 13 years,Web developer; DevOps specialist,JavaScript; Python,83333.3333333333
United States,12 to 13 years,Web developer; Graphics programming; Desktop applications developer; Database administrator; Systems administrator,Java; Perl; Python; Ruby,NA
United States,12 to 13 years,Web developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist; Other,C; Java; JavaScript; Matlab; Python; Ruby; SQL,NA
Portugal,12 to 13 years,Web developer; Database administrator; Systems administrator,JavaScript,NA
Germany,12 to 13 years,NA,JavaScript; PHP; SQL; TypeScript,NA
United Kingdom,12 to 13 years,Web developer; Embedded applications/devices developer; Desktop applications developer,Assembly; C; C++; C#; F#; Go; Haskell; Java; JavaScript; Matlab; PHP; Scala; SQL; VB.NET; VBA; Visual Basic 6,30300
United Kingdom,12 to 13 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; DevOps specialist,C++; CoffeeScript; Go; JavaScript; Objective-C; PHP; Python; Swift,NA
Singapore,12 to 13 years,Mobile developer; Desktop applications developer; Other,C++; Java; Matlab; Python,NA
United States,12 to 13 years,Mobile developer,C#; Java; SQL,NA
Germany,12 to 13 years,Web developer; Database administrator; Systems administrator,C; Groovy; Java; JavaScript; Perl; Python; SQL,NA
Finland,12 to 13 years,Embedded applications/devices developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,Assembly; C; C++,NA
United States,12 to 13 years,NA,Matlab,NA
United States,12 to 13 years,Web developer; DevOps specialist; Other,C#; JavaScript; SQL,NA
Switzerland,12 to 13 years,Embedded applications/devices developer; Developer with a statistics or mathematics background,Assembly; C; Python; SQL,78300
Germany,12 to 13 years,Web developer; Mobile developer,JavaScript,51612.9032258064
Belgium,12 to 13 years,Web developer; Systems administrator; DevOps specialist; Quality assurance engineer; Other,Assembly; C; C#; Go; Java; JavaScript; PHP; SQL,51612.9032258064
Germany,12 to 13 years,Web developer; Embedded applications/devices developer; Desktop applications developer,C#; JavaScript; Objective-C,NA
Canada,12 to 13 years,Web developer; Mobile developer; Graphics programming; Desktop applications developer; DevOps specialist,C#; Java,NA
Portugal,12 to 13 years,NA,Matlab; Python; VB.NET,NA
Germany,12 to 13 years,NA,C; C++; Go; Java; JavaScript; Matlab; Python; SQL; TypeScript,NA
India,12 to 13 years,NA,NA,NA
India,12 to 13 years,NA,JavaScript; PHP; Python; SQL,NA
Greece,12 to 13 years,Data scientist; Other,Perl; Python,NA
India,12 to 13 years,NA,Assembly; C; C++; JavaScript; Julia; Lua; PHP; Python; SQL,NA
Germany,12 to 13 years,NA,NA,NA
United Kingdom,12 to 13 years,Embedded applications/devices developer,C++; Python,68750
Poland,12 to 13 years,Developer with a statistics or mathematics background; Data scientist; Systems administrator; DevOps specialist,C; Java; JavaScript; Python,10666.6666666667
United States,12 to 13 years,Web developer,JavaScript; PHP; Python; SQL,NA
United Kingdom,12 to 13 years,Web developer; Database administrator,C#; JavaScript; PHP; SQL,NA
United Kingdom,12 to 13 years,Web developer,C#; CoffeeScript; JavaScript,NA
Israel,12 to 13 years,Web developer; DevOps specialist; Other,C#; Java; JavaScript,7500
Germany,12 to 13 years,Mobile developer,Java; JavaScript; Objective-C; PHP; SQL; Swift,NA
Canada,12 to 13 years,Web developer; DevOps specialist,C#; JavaScript; SQL; TypeScript,NA
France,12 to 13 years,Web developer; Developer with a statistics or mathematics background,Java; Perl; Python,NA
Russian Federation,12 to 13 years,NA,C++; Lua,NA
United States,12 to 13 years,Web developer,Java; JavaScript; Python; Scala; SQL,NA
Georgia,12 to 13 years,NA,Python,NA
Germany,12 to 13 years,Web developer; Desktop applications developer,Java,NA
Netherlands,12 to 13 years,Web developer; Mobile developer; DevOps specialist,JavaScript; PHP; TypeScript,NA
Lithuania,12 to 13 years,Web developer; Systems administrator; DevOps specialist,JavaScript; Python,NA
Canada,12 to 13 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Desktop applications developer,C#; Haskell; JavaScript; Rust; SQL,NA
United States,12 to 13 years,Web developer,JavaScript; PHP,NA
Colombia,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,NA
Germany,12 to 13 years,NA,Java; JavaScript; PHP,NA
United States,12 to 13 years,Web developer; Machine learning specialist; Data scientist,JavaScript; Python; R; SQL,45e3
Mexico,12 to 13 years,Web developer; Database administrator; Systems administrator; DevOps specialist,PHP,NA
Germany,12 to 13 years,Web developer; Desktop applications developer,Java; PHP; SQL,NA
United States,12 to 13 years,Web developer,C#; JavaScript; SQL; TypeScript,NA
United States,12 to 13 years,Web developer,C#; F#; JavaScript; SQL; TypeScript,102500
Australia,12 to 13 years,Web developer,JavaScript; SQL,NA
United States,12 to 13 years,Web developer,JavaScript,NA
United States,12 to 13 years,NA,C; C++; JavaScript; Python; SQL,NA
Ukraine,12 to 13 years,Mobile developer,Java,3e3
France,12 to 13 years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,Java; Python,45161.2903225806
Hungary,12 to 13 years,Web developer; Desktop applications developer; Database administrator,C#; CoffeeScript; Java; JavaScript; Scala; SQL,NA
Iran,12 to 13 years,NA,C#; PHP; SQL,NA
Romania,12 to 13 years,Web developer; Mobile developer,JavaScript; PHP; SQL,NA
Germany,12 to 13 years,Machine learning specialist; Desktop applications developer; Systems administrator,Assembly; C; C++; C#; F#; Java; PHP; Scala; SQL,45161.2903225806
United States,12 to 13 years,Web developer,C#; Java,75e3
Italy,12 to 13 years,Web developer; Embedded applications/devices developer,C; C++; C#,NA
Germany,12 to 13 years,NA,JavaScript; Ruby; SQL,NA
Germany,12 to 13 years,NA,Assembly; Java; JavaScript; Python; Ruby,NA
Bosnia-Herzegovina,12 to 13 years,Web developer; Desktop applications developer,C#; JavaScript; SQL; TypeScript,12903.2258064516
Uruguay,12 to 13 years,Web developer,Haskell; JavaScript; PHP,39e3
United States,12 to 13 years,Web developer; Data scientist; Systems administrator; DevOps specialist,Assembly; C; Go; JavaScript; Python; Ruby; Rust,37e3
United States,12 to 13 years,Web developer,NA,NA
Belgium,12 to 13 years,Web developer; Developer with a statistics or mathematics background; Data scientist; Database administrator; Systems administrator; DevOps specialist,Groovy; Java; JavaScript; PHP; Python; SQL,32258.064516129
Iran,12 to 13 years,NA,C; C++; C#; Matlab; Python,NA
United States,12 to 13 years,Developer with a statistics or mathematics background; Other,C++; Haskell; Rust,11e4
Austria,12 to 13 years,Web developer; Mobile developer,Java; JavaScript; PHP,NA
United States,12 to 13 years,Web developer,C#; Java; JavaScript; SQL,NA
Germany,12 to 13 years,Web developer; Embedded applications/devices developer; Desktop applications developer; Other,NA,NA
India,12 to 13 years,NA,R; SQL,NA
Mexico,12 to 13 years,Web developer,JavaScript; PHP; Python; SQL,22e3
Poland,12 to 13 years,Web developer; Desktop applications developer,C++; C#; JavaScript; SQL; TypeScript,NA
Canada,12 to 13 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Data scientist; Database administrator,C#; JavaScript; PHP; SQL; VBA,NA
United Kingdom,12 to 13 years,Web developer; Graphics programming; Developer with a statistics or mathematics background; Data scientist; Graphic designer; Desktop applications developer; Database administrator,C++; C#; F#; Haskell; Python; SQL,43750
Lithuania,12 to 13 years,Web developer; Database administrator,JavaScript; PHP,21505.376344086
Germany,12 to 13 years,Web developer; DevOps specialist,Java; JavaScript; TypeScript,NA
Germany,12 to 13 years,NA,Ruby; Swift,NA
United States,12 to 13 years,Desktop applications developer; Database administrator,C#; SQL,NA
United States,12 to 13 years,Web developer,C#; JavaScript; Python; R; Ruby; SQL,NA
Germany,12 to 13 years,Web developer,Java; JavaScript; PHP,NA
United States,12 to 13 years,Web developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C#; JavaScript; Perl; SQL; VB.NET; VBA; Visual Basic 6,NA
Spain,12 to 13 years,Web developer,JavaScript; Python; SQL; TypeScript,38709.6774193548
Mexico,12 to 13 years,Desktop applications developer; DevOps specialist,Assembly; C; C++; Java; Perl,34449.7607655502
United States,12 to 13 years,NA,C; C++; PHP; VB.NET; VBA; Visual Basic 6,NA
Canada,12 to 13 years,NA,JavaScript,NA
Poland,12 to 13 years,DevOps specialist; Other,C#,24691.3580246914
India,12 to 13 years,Web developer; Database administrator,Java; JavaScript; SQL,5872.85273821759
Sweden,12 to 13 years,Mobile developer,Objective-C; Swift,NA
Romania,12 to 13 years,Web developer; Mobile developer,Swift,NA
United States,12 to 13 years,Web developer; DevOps specialist; Quality assurance engineer,Java; JavaScript; PHP; Python; Ruby,13e4
United States,12 to 13 years,Web developer,Go; JavaScript; PHP; SQL,85e3
United States,12 to 13 years,Web developer,JavaScript,95e3
Mexico,12 to 13 years,Web developer,C#; JavaScript; SQL,NA
Australia,12 to 13 years,Web developer,C#; JavaScript; SQL; TypeScript; VB.NET,52651.5151515152
Nigeria,12 to 13 years,Web developer,C#; Java; PHP,NA
Sweden,12 to 13 years,Embedded applications/devices developer,Assembly; C; JavaScript; PHP,47511.3122171946
Spain,12 to 13 years,Web developer; Mobile developer; Database administrator; Systems administrator; DevOps specialist,JavaScript,NA
Germany,12 to 13 years,NA,Java; R; SQL,NA
India,12 to 13 years,Web developer; Developer with a statistics or mathematics background; Data scientist; Graphic designer,NA,NA
Australia,12 to 13 years,Web developer; Desktop applications developer,C#; Go; JavaScript; Rust; SQL; TypeScript,79545.4545454545
United States,12 to 13 years,Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Clojure; Groovy; Java; Lua; Python,NA
Sweden,12 to 13 years,NA,CoffeeScript; Elixir; Hack; Haskell; Java; JavaScript; PHP; Python; TypeScript; VB.NET,NA
Norway,12 to 13 years,Other,NA,NA
India,12 to 13 years,Web developer; Database administrator,Java; JavaScript; SQL,NA
Denmark,12 to 13 years,NA,C; C++; Java; Python,NA
United Kingdom,12 to 13 years,NA,NA,NA
Poland,12 to 13 years,Web developer; Desktop applications developer,Java; Python; SQL,10617.2839506173
United States,12 to 13 years,Web developer,C#; JavaScript,105e3
Sweden,12 to 13 years,Web developer; Quality assurance engineer,Java,74660.6334841629
Switzerland,12 to 13 years,Web developer; Database administrator,C++; Java; JavaScript,NA
Colombia,12 to 13 years,Web developer; Mobile developer; Database administrator; Systems administrator,JavaScript; PHP; SQL,NA
United States,12 to 13 years,Web developer,Dart; JavaScript; Python; SQL,54e3
Canada,12 to 13 years,Web developer; Mobile developer; DevOps specialist,C#; JavaScript; SQL,NA
India,12 to 13 years,Web developer,Java; SQL,NA
United Kingdom,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,JavaScript; Python; Swift,NA
India,12 to 13 years,Embedded applications/devices developer,NA,18323.3005432389
Sweden,12 to 13 years,Web developer,Groovy; Java,70588.2352941177
Slovak Republic,12 to 13 years,Desktop applications developer,NA,NA
Dominican Republic,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,C#; JavaScript; PHP; Python; SQL; TypeScript; VB.NET,NA
United States,12 to 13 years,Web developer,C#; JavaScript; SQL; TypeScript; VB.NET,NA
Spain,12 to 13 years,NA,C; Python,NA
Brazil,12 to 13 years,Web developer,Java,NA
Canada,12 to 13 years,Mobile developer,Objective-C; Swift,NA
United Kingdom,12 to 13 years,Web developer; Mobile developer; Graphic designer; Database administrator,C#; JavaScript; PHP; Ruby; SQL; VB.NET; VBA; Visual Basic 6,26875
United States,12 to 13 years,Web developer,JavaScript; PHP; Python; Ruby; SQL,NA
South Africa,12 to 13 years,Web developer; Mobile developer; Desktop applications developer,Java; JavaScript; PHP; SQL,28507.7951002227
Russian Federation,12 to 13 years,Desktop applications developer; Quality assurance engineer,C++; C#,NA
United States,12 to 13 years,Web developer,NA,88e3
Germany,12 to 13 years,Web developer; Database administrator; Systems administrator,NA,NA
Denmark,12 to 13 years,Web developer,Java; JavaScript; SQL,NA
India,12 to 13 years,Web developer; Mobile developer,Java; JavaScript; SQL; TypeScript,28630.1570988107
United States,12 to 13 years,Mobile developer,Java; JavaScript; PHP; SQL,NA
United States,12 to 13 years,Mobile developer,Objective-C; Swift,NA
Bangladesh,12 to 13 years,Web developer; Mobile developer,C; C++; Python,NA
United States,12 to 13 years,Web developer,Go; JavaScript; Ruby; SQL,135e3
Germany,12 to 13 years,Web developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer,C; C++; Java; Perl; Python; SQL,66666.6666666667
United Kingdom,12 to 13 years,Web developer,C#; JavaScript; SQL,NA
Germany,12 to 13 years,Web developer,CoffeeScript; Java; JavaScript; Rust; SQL,NA
Italy,12 to 13 years,NA,Assembly; C; C++; Java; Python; SQL,NA
United Kingdom,12 to 13 years,Web developer,C#; Java; JavaScript; PHP; SQL,4e4
Czech Republic,12 to 13 years,Graphics programming; Developer with a statistics or mathematics background; Data scientist,C++; C#; Clojure; JavaScript,NA
Portugal,12 to 13 years,Web developer; Other,C#; JavaScript; SQL,49677.4193548387
Sri Lanka,12 to 13 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator; DevOps specialist,C#; SQL; VB.NET; VBA; Visual Basic 6,NA
Norway,12 to 13 years,NA,JavaScript; PHP; SQL,NA
Spain,12 to 13 years,Web developer,Java; JavaScript; SQL,27956.9892473118
Hungary,12 to 13 years,Web developer; Desktop applications developer,C++; Matlab,NA
Thailand,12 to 13 years,Web developer; Mobile developer; DevOps specialist,Java; JavaScript; SQL; Swift,NA
Singapore,12 to 13 years,Web developer,JavaScript; PHP,41958.041958042
United Kingdom,12 to 13 years,Web developer,C#; JavaScript; SQL,NA
Russian Federation,12 to 13 years,Mobile developer,Java,46115.2882205514
Spain,12 to 13 years,Machine learning specialist; Data scientist; Desktop applications developer,C++; Matlab; SQL,47311.8279569892
Poland,12 to 13 years,Web developer; Desktop applications developer,C#; JavaScript,NA
Canada,12 to 13 years,NA,CoffeeScript; JavaScript; Lua; Python; Ruby,NA
United States,12 to 13 years,Web developer,C#; JavaScript; SQL,87500
United States,12 to 13 years,NA,C; C++; Java; JavaScript; Python; VB.NET,NA
Russian Federation,12 to 13 years,Web developer; DevOps specialist,NA,NA
Belgium,12 to 13 years,Web developer,NA,NA
India,12 to 13 years,Web developer; Desktop applications developer; Database administrator,NA,NA
Belgium,12 to 13 years,Web developer,NA,NA
United States,12 to 13 years,NA,NA,NA
Germany,12 to 13 years,Graphics programming; Desktop applications developer; Systems administrator,C++,37419.3548387097
Poland,12 to 13 years,Web developer,JavaScript; PHP; SQL,NA
United Kingdom,12 to 13 years,Web developer,JavaScript,112500
United States,12 to 13 years,Web developer,JavaScript; Python; Ruby; SQL,8e4
France,12 to 13 years,Other,Java; JavaScript,96774.1935483871
South Africa,12 to 13 years,Web developer; Mobile developer; DevOps specialist,Java; JavaScript,NA
Germany,12 to 13 years,Web developer,Java; JavaScript,NA
Germany,12 to 13 years,Web developer; Mobile developer,C#; JavaScript; Ruby; SQL,NA
Germany,12 to 13 years,Web developer; Mobile developer; Graphics programming,CoffeeScript; Java; JavaScript; Python,NA
United States,12 to 13 years,NA,C; C++; C#; Java; Python; Swift,NA
United States,12 to 13 years,Web developer; Desktop applications developer,C#; F#,1e5
India,12 to 13 years,Web developer,C#; JavaScript; PHP; SQL,NA
Germany,12 to 13 years,Web developer; Systems administrator; DevOps specialist,JavaScript; PHP,NA
Germany,12 to 13 years,Web developer; Mobile developer,NA,NA
United States,12 to 13 years,Web developer; Embedded applications/devices developer; DevOps specialist,C; C++; Java; Python; Ruby; SQL,NA
United Kingdom,12 to 13 years,Web developer; Database administrator,C#; JavaScript; SQL,40625
Switzerland,12 to 13 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphic designer; Database administrator; Systems administrator,JavaScript; PHP; SQL; TypeScript,54e3
Germany,12 to 13 years,Web developer; Systems administrator; DevOps specialist,JavaScript; Python; Ruby; SQL,62903.2258064516
Jordan,12 to 13 years,Web developer,PHP; SQL,34e3
Germany,12 to 13 years,Embedded applications/devices developer; Desktop applications developer,C#,NA
Russian Federation,12 to 13 years,Web developer; Database administrator; DevOps specialist,C; Clojure; JavaScript; PHP; Python; SQL; Swift,NA
United Kingdom,12 to 13 years,Web developer; Desktop applications developer,C#; JavaScript; SQL,57500
Switzerland,12 to 13 years,Web developer; Database administrator,Java; JavaScript; PHP; Python; SQL; TypeScript,108e3
Australia,12 to 13 years,Web developer; Mobile developer,C#; JavaScript,65909.0909090909
Hungary,12 to 13 years,Web developer; Desktop applications developer; DevOps specialist,C#; JavaScript; SQL,NA
Canada,12 to 13 years,Web developer,C#; JavaScript; PHP; Python,29545.4545454545
Russian Federation,12 to 13 years,Other,C; C++; JavaScript,NA
United States,12 to 13 years,Web developer; Systems administrator; DevOps specialist,NA,NA
Latvia,12 to 13 years,Web developer,C#,NA
Netherlands,12 to 13 years,Web developer,C#; F#; Python; Rust,NA
India,12 to 13 years,Web developer,JavaScript; Python,NA
France,12 to 13 years,Web developer,JavaScript; PHP; Python; SQL,36021.5053763441
Germany,12 to 13 years,Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,Java; Python; Scala,NA
Finland,12 to 13 years,Web developer,C#; JavaScript; SQL,56451.6129032258
United States,12 to 13 years,Web developer; Mobile developer; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C#; JavaScript; PHP; SQL,108e3
Finland,12 to 13 years,Web developer,CoffeeScript; JavaScript; PHP; Python; SQL,55107.5268817204
Greece,12 to 13 years,Web developer; Mobile developer; Systems administrator,Java; Ruby; SQL,NA
United Kingdom,12 to 13 years,Data scientist,Groovy; Perl; Python; R; SQL,NA
United States,12 to 13 years,Web developer,JavaScript; PHP; SQL,85e3
Bulgaria,12 to 13 years,Web developer; Mobile developer; Desktop applications developer; Database administrator; Systems administrator,C; C++; Elixir; JavaScript; Matlab; PHP; Python; SQL,16774.1935483871
Canada,12 to 13 years,Web developer; Graphics programming; Graphic designer; Desktop applications developer; Database administrator; Systems administrator,C; C++; Java; JavaScript; PHP; Python; SQL; TypeScript,NA
South Africa,12 to 13 years,Web developer; Desktop applications developer,Java; Scala,NA
France,12 to 13 years,Web developer,JavaScript; PHP; Python; SQL,NA
China,12 to 13 years,Web developer; Graphics programming; Desktop applications developer,C#; JavaScript,1e5
United Kingdom,12 to 13 years,Web developer; Database administrator,JavaScript; Python; SQL,NA
Spain,12 to 13 years,Web developer,Java; PHP; Scala; SQL,45161.2903225806
Austria,12 to 13 years,Web developer; Embedded applications/devices developer; Graphics programming; Data scientist; Desktop applications developer; Database administrator; Systems administrator,Java; PHP; SQL,37634.4086021505
