Country,YearsProgram,DeveloperType,HaveWorkedLanguage,Salary
Argentina,3 to 4 years,Web developer; Desktop applications developer,NA,NA
United States,3 to 4 years,NA,NA,NA
India,3 to 4 years,Web developer,NA,NA
United States,3 to 4 years,NA,NA,NA
Philippines,3 to 4 years,NA,NA,NA
Canada,3 to 4 years,NA,NA,NA
Poland,3 to 4 years,Web developer,NA,NA
Greece,3 to 4 years,Mobile developer,NA,NA
Uruguay,3 to 4 years,NA,NA,NA
United States,3 to 4 years,Web developer; Desktop applications developer,NA,NA
Nicaragua,3 to 4 years,NA,NA,NA
United States,3 to 4 years,NA,NA,NA
South Africa,3 to 4 years,NA,NA,NA
Finland,3 to 4 years,Web developer; Mobile developer; Desktop applications developer,NA,NA
India,3 to 4 years,Web developer,NA,NA
Bangladesh,3 to 4 years,NA,NA,NA
India,3 to 4 years,Web developer; Desktop applications developer; Other,NA,NA
India,3 to 4 years,Web developer,NA,NA
Bangladesh,3 to 4 years,NA,NA,NA
Germany,3 to 4 years,Other,NA,NA
United Kingdom,3 to 4 years,Web developer,C++; JavaScript; PHP; SQL; TypeScript,NA
Slovak Republic,3 to 4 years,Web developer,NA,NA
United States,3 to 4 years,Web developer,NA,NA
Russian Federation,3 to 4 years,Mobile developer,NA,NA
India,3 to 4 years,Web developer,NA,NA
United States,3 to 4 years,Web developer; Desktop applications developer,NA,NA
United Kingdom,3 to 4 years,Embedded applications/devices developer,NA,NA
Albania,3 to 4 years,Data scientist; Other,Smalltalk; Visual Basic 6,NA
Ireland,3 to 4 years,Web developer; Mobile developer,JavaScript; PHP; Python; SQL,NA
Belgium,3 to 4 years,NA,C#; JavaScript,NA
United States,3 to 4 years,NA,C#; JavaScript; TypeScript,NA
United States,3 to 4 years,Web developer; Mobile developer,C#; JavaScript; Objective-C; SQL,8e4
Germany,3 to 4 years,NA,C; JavaScript,NA
Canada,3 to 4 years,Web developer,C#; JavaScript,47727.2727272727
Brazil,3 to 4 years,Web developer; Systems administrator; DevOps specialist,JavaScript; PHP,NA
India,3 to 4 years,Web developer,JavaScript; PHP; SQL,587.285273821759
United Arab Emirates,3 to 4 years,NA,C#; JavaScript; PHP; SQL; VB.NET; Visual Basic 6,NA
Romania,3 to 4 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer,C++; C#; JavaScript; Lua; PHP; SQL,6451.61290322581
Kenya,3 to 4 years,Web developer,C#; JavaScript; TypeScript,NA
United Kingdom,3 to 4 years,NA,Python,NA
India,3 to 4 years,NA,Java; JavaScript; Scala,NA
Ecuador,3 to 4 years,NA,C#; Haskell; Python,NA
India,3 to 4 years,NA,C; C++; Java; JavaScript; PHP; SQL; TypeScript,NA
United States,3 to 4 years,Web developer; Embedded applications/devices developer,C++; Java,7e4
Netherlands,3 to 4 years,NA,JavaScript; Python,NA
United States,3 to 4 years,NA,C; Java; JavaScript; Python; Ruby; SQL,NA
Germany,3 to 4 years,Web developer; Desktop applications developer,Java; JavaScript; TypeScript,NA
India,3 to 4 years,NA,C++; JavaScript,NA
Brazil,3 to 4 years,Mobile developer,C#; Java; JavaScript; PHP; SQL; VB.NET,NA
Uganda,3 to 4 years,NA,C#; Java,NA
Moldavia,3 to 4 years,NA,Assembly; C; C++; C#; Java,NA
Iran,3 to 4 years,NA,NA,NA
India,3 to 4 years,Web developer,NA,NA
Bangladesh,3 to 4 years,NA,NA,NA
India,3 to 4 years,Web developer,NA,NA
Poland,3 to 4 years,Desktop applications developer; Other,NA,NA
United States,3 to 4 years,NA,NA,NA
Albania,3 to 4 years,NA,C; C++,NA
Germany,3 to 4 years,NA,Java; JavaScript; PHP; Python; SQL; VB.NET,NA
United States,3 to 4 years,NA,JavaScript; PHP; SQL; Swift,NA
United States,3 to 4 years,Web developer,C#; JavaScript; SQL,97e3
Australia,3 to 4 years,Web developer,JavaScript; PHP; SQL,45454.5454545455
United States,3 to 4 years,NA,JavaScript; PHP; Python; SQL; Swift,NA
Singapore,3 to 4 years,Web developer; Mobile developer; Machine learning specialist; Developer with a statistics or mathematics background; Data scientist,NA,NA
Belgium,3 to 4 years,Web developer; Graphic designer; Database administrator; DevOps specialist,Java; JavaScript; PHP; SQL,NA
Bangladesh,3 to 4 years,NA,Python,NA
United Kingdom,3 to 4 years,Web developer,Ruby,52500
India,3 to 4 years,Web developer; Mobile developer; Database administrator,JavaScript; Objective-C; Python,10277.4922918808
Hungary,3 to 4 years,Web developer; Mobile developer; Desktop applications developer,Java; PHP,NA
Romania,3 to 4 years,Web developer,JavaScript,2150.5376344086
United States,3 to 4 years,NA,Python; R; SQL,NA
Ireland,3 to 4 years,Web developer; Mobile developer,Java; JavaScript; Python; SQL,30107.5268817204
Ecuador,3 to 4 years,Mobile developer; Embedded applications/devices developer,C; C++; Java; Matlab; Objective-C; Python; Swift,NA
Ireland,3 to 4 years,NA,C#; Python,NA
Poland,3 to 4 years,NA,C++; C#; F#; JavaScript; Lua; Python; SQL,NA
Albania,3 to 4 years,Mobile developer,C#; Java; JavaScript; Objective-C; PHP; Python; SQL; Swift,21505.376344086
Nepal,3 to 4 years,Mobile developer,Objective-C; Swift,NA
Switzerland,3 to 4 years,Machine learning specialist; Desktop applications developer,C++; Java,29e3
Italy,3 to 4 years,Web developer; DevOps specialist,Java; JavaScript; SQL,NA
United Kingdom,3 to 4 years,NA,Python; R,NA
Canada,3 to 4 years,NA,C#,NA
United Kingdom,3 to 4 years,NA,Python; Ruby,NA
United States,3 to 4 years,Web developer,Java; JavaScript; Perl; PHP; SQL,5e4
Serbia,3 to 4 years,Web developer; Developer with a statistics or mathematics background; Desktop applications developer; Database administrator,Java; JavaScript; Matlab; PHP; SQL; TypeScript,NA
Belarus,3 to 4 years,NA,C; C++; Java; SQL,NA
United States,3 to 4 years,Web developer,C#; Java; JavaScript; SQL,NA
United States,3 to 4 years,Web developer; Mobile developer,C#; Common Lisp; JavaScript; SQL; TypeScript,NA
Belgium,3 to 4 years,NA,C#; JavaScript,NA
India,3 to 4 years,Mobile developer,Java; SQL,NA
Canada,3 to 4 years,NA,C++; Go; Java; JavaScript; Python,NA
Poland,3 to 4 years,Web developer; Database administrator,JavaScript; PHP,864.197530864198
France,3 to 4 years,NA,C; C++; C#; Java; JavaScript; Lua; Objective-C; PHP; Python; Swift,NA
Spain,3 to 4 years,NA,Assembly; C; C++; JavaScript,NA
Canada,3 to 4 years,Web developer; Desktop applications developer,Java; SQL,46212.1212121212
Angola,3 to 4 years,NA,JavaScript; PHP; SQL,NA
Romania,3 to 4 years,NA,Assembly; JavaScript; Lua; Python,NA
United States,3 to 4 years,NA,C#,NA
United Kingdom,3 to 4 years,Web developer; Desktop applications developer; Database administrator,Java; JavaScript; Python,NA
Canada,3 to 4 years,NA,C; C++; Java; JavaScript; Python; SQL,NA
Germany,3 to 4 years,NA,C#; Java,NA
United States,3 to 4 years,NA,C++; Groovy; Java; SQL,NA
United States,3 to 4 years,NA,C++; Java; JavaScript; Python; Ruby,NA
India,3 to 4 years,NA,C; C++; Elixir; Java; JavaScript; Julia; Matlab; Python; R,NA
Germany,3 to 4 years,NA,C; C++; Java; JavaScript; PHP; Python; SQL,NA
Spain,3 to 4 years,Web developer; Mobile developer; Embedded applications/devices developer,C++; C#; Groovy; Java; JavaScript; PHP; Python; SQL,22580.6451612903
Slovak Republic,3 to 4 years,Web developer; Graphic designer; Desktop applications developer; Database administrator,C#; SQL,NA
India,3 to 4 years,Mobile developer,Java,10277.4922918808
Sri Lanka,3 to 4 years,NA,C#; Java; JavaScript; PHP; Python; SQL,NA
United States,3 to 4 years,Other,Java,96500
Germany,3 to 4 years,Web developer; Graphics programming,JavaScript,35483.8709677419
United States,3 to 4 years,Web developer,CoffeeScript; PHP; Python; Ruby,105e3
Germany,3 to 4 years,NA,C; C++; Java; JavaScript; PHP,NA
United States,3 to 4 years,Developer with a statistics or mathematics background; Data scientist; Desktop applications developer,C++; Python,5e4
United Kingdom,3 to 4 years,NA,PHP; SQL; Swift; VB.NET,NA
United Kingdom,3 to 4 years,Mobile developer,JavaScript; Objective-C; Swift,38750
United States,3 to 4 years,Embedded applications/devices developer; Desktop applications developer,Assembly; C++; C#; Java; JavaScript; PHP; Python; SQL,62e3
United Kingdom,3 to 4 years,Web developer,JavaScript,43750
United States,3 to 4 years,NA,Java,NA
United Kingdom,3 to 4 years,NA,Go; Python; Swift,NA
United States,3 to 4 years,NA,Java,NA
France,3 to 4 years,Web developer; Graphics programming; Graphic designer,CoffeeScript; JavaScript; Python,33333.3333333333
Australia,3 to 4 years,NA,JavaScript; PHP; Python; SQL; TypeScript; VB.NET,NA
United States,3 to 4 years,NA,NA,NA
Rwanda,3 to 4 years,Web developer; Mobile developer; Graphics programming; Graphic designer,JavaScript; SQL,NA
United States,3 to 4 years,Web developer; Database administrator; DevOps specialist,Python,85
Ukraine,3 to 4 years,NA,C; C#; PHP; Python; Ruby; Rust,NA
India,3 to 4 years,NA,C; C++; C#; Java; Python; SQL; VB.NET; Visual Basic 6,NA
United Arab Emirates,3 to 4 years,NA,C; C#; Java; JavaScript; PHP; Python; SQL; TypeScript,NA
Netherlands,3 to 4 years,NA,Java; TypeScript,NA
United States,3 to 4 years,NA,C++; Java; JavaScript; Python,NA
India,3 to 4 years,NA,Assembly; C; C++; Java; PHP; Swift,NA
Netherlands,3 to 4 years,NA,C++; Matlab; Rust,NA
France,3 to 4 years,NA,C; C++; C#; F#; Java; JavaScript; PHP; Python; Ruby; SQL; TypeScript; VBA,NA
United States,3 to 4 years,NA,JavaScript; TypeScript; VBA,NA
Germany,3 to 4 years,NA,C#; Java; JavaScript; PHP; SQL,NA
United Kingdom,3 to 4 years,Web developer; Database administrator; Systems administrator,PHP,35e3
France,3 to 4 years,Web developer,JavaScript,37634.4086021505
Germany,3 to 4 years,NA,Assembly; C; Go; Java; Lua; Rust,NA
India,3 to 4 years,NA,C++,NA
Indonesia,3 to 4 years,NA,C++; Java; JavaScript; Python,NA
Slovenia,3 to 4 years,NA,C#; SQL,NA
United States,3 to 4 years,NA,C; C++; C#; Java; JavaScript; Rust; SQL,NA
Germany,3 to 4 years,NA,Java; JavaScript; PHP; Python,NA
Switzerland,3 to 4 years,NA,PHP; SQL,NA
India,3 to 4 years,NA,NA,NA
Portugal,3 to 4 years,NA,C; C#; Java; JavaScript; Matlab; PHP; SQL; TypeScript,NA
United Kingdom,3 to 4 years,NA,C++; JavaScript; PHP; Python,NA
United States,3 to 4 years,NA,Matlab,NA
United Kingdom,3 to 4 years,Web developer,C#; JavaScript; SQL; VB.NET; Visual Basic 6,35e3
Lebanon,3 to 4 years,NA,C++; JavaScript; Python,NA
Switzerland,3 to 4 years,Web developer,JavaScript; PHP; SQL,NA
Germany,3 to 4 years,NA,C#; Groovy; Java; JavaScript; SQL; VB.NET,NA
Turkey,3 to 4 years,Web developer; Mobile developer,C#; JavaScript; Objective-C; SQL,1e4
Netherlands,3 to 4 years,NA,JavaScript,NA
Denmark,3 to 4 years,NA,Haskell; Java; JavaScript; Python; TypeScript,NA
India,3 to 4 years,Web developer; Mobile developer; Embedded applications/devices developer; Desktop applications developer; Database administrator,C++; C#; Java; JavaScript; Objective-C; PHP,NA
India,3 to 4 years,Web developer,JavaScript; PHP; Ruby,27161.9439142563
Romania,3 to 4 years,NA,C++; Java,NA
United Kingdom,3 to 4 years,NA,PHP; Python; SQL,NA
United Kingdom,3 to 4 years,NA,JavaScript; PHP; Python,NA
Morocco,3 to 4 years,NA,JavaScript; PHP; SQL; VBA,NA
Belgium,3 to 4 years,NA,C++; Java,NA
United States,3 to 4 years,NA,C; Python,NA
India,3 to 4 years,Web developer; Mobile developer,C; Java; JavaScript; PHP; SQL,NA
Australia,3 to 4 years,NA,Assembly; C; C++; C#; Go; Hack; Java; JavaScript; Lua; Objective-C; PHP; Python; Swift,NA
Italy,3 to 4 years,Web developer; Mobile developer; Graphics programming; Graphic designer,CoffeeScript; Erlang; Java; JavaScript; PHP; Python; SQL,NA
Spain,3 to 4 years,NA,JavaScript; PHP; SQL,NA
Canada,3 to 4 years,NA,Python,NA
Germany,3 to 4 years,NA,Assembly; C; Common Lisp; Haskell; Java; JavaScript; Perl; PHP; Python; R; Ruby; SQL; VBA,NA
Iran,3 to 4 years,Data scientist,C; C++; C#; Erlang; Go; Java; PHP; Python; Ruby,NA
India,3 to 4 years,NA,C; C++; C#; Java; JavaScript; Objective-C; Perl; Python; Ruby; SQL,NA
Netherlands,3 to 4 years,Web developer,C#; Clojure; Scala,51612.9032258064
Australia,3 to 4 years,NA,JavaScript; Python,NA
United States,3 to 4 years,NA,JavaScript; Swift,NA
India,3 to 4 years,Web developer,JavaScript; PHP; SQL; TypeScript,NA
Poland,3 to 4 years,Web developer,NA,NA
Portugal,3 to 4 years,NA,NA,NA
United States,3 to 4 years,NA,C++; Java; JavaScript; Python; SQL,NA
Turkey,3 to 4 years,NA,Assembly; C++; C#; Java; JavaScript; Matlab; PHP; SQL,NA
Indonesia,3 to 4 years,Web developer; Mobile developer; Desktop applications developer; Database administrator; Quality assurance engineer,NA,NA
Saudi Arabia,3 to 4 years,NA,NA,NA
United States,3 to 4 years,Web developer,NA,NA
United Kingdom,3 to 4 years,Web developer,NA,NA
India,3 to 4 years,Web developer,NA,NA
India,3 to 4 years,NA,C; C++; JavaScript; Python,NA
United Kingdom,3 to 4 years,NA,C; Java; JavaScript; SQL; Swift,NA
Germany,3 to 4 years,NA,C; C++; Java; SQL,NA
United States,3 to 4 years,NA,Java,NA
United States,3 to 4 years,NA,Assembly; C; Java; JavaScript; PHP; Python; SQL,NA
United States,3 to 4 years,Web developer,Assembly; C; C++; C#; Groovy; Java; JavaScript; Python; SQL; VB.NET,NA
United Kingdom,3 to 4 years,NA,Python; VB.NET,NA
Germany,3 to 4 years,NA,C; C++; C#; Java; JavaScript; PHP; Python; Ruby; SQL,NA
Canada,3 to 4 years,Web developer; Graphics programming; Graphic designer; Quality assurance engineer,Assembly; C; C++; Java; JavaScript; PHP; Python; TypeScript,NA
Netherlands,3 to 4 years,NA,PHP; SQL,NA
Germany,3 to 4 years,NA,C; Java; JavaScript; PHP; Python; SQL,NA
United States,3 to 4 years,Web developer,C#; Elixir; JavaScript; SQL; VB.NET,NA
Greece,3 to 4 years,NA,C; Java; JavaScript; PHP; SQL,NA
Spain,3 to 4 years,NA,JavaScript; PHP,NA
Malaysia,3 to 4 years,NA,Java; JavaScript; SQL,NA
Germany,3 to 4 years,NA,C#; Java; JavaScript; Python; SQL; TypeScript,NA
India,3 to 4 years,NA,Assembly; C; C++; Java; JavaScript; SQL; Visual Basic 6,NA
Poland,3 to 4 years,NA,Assembly; C; C++; Java; SQL,NA
Portugal,3 to 4 years,NA,C++; Java; JavaScript; PHP; Python,NA
France,3 to 4 years,NA,Java; Python,NA
United States,3 to 4 years,NA,Python; R,NA
Australia,3 to 4 years,Web developer; Graphic designer,C; C++; JavaScript; PHP; SQL,40151.5151515152
United States,3 to 4 years,Developer with a statistics or mathematics background,Python,95e3
Costa Rica,3 to 4 years,Web developer,JavaScript; Ruby; SQL,NA
United States,3 to 4 years,Web developer; Quality assurance engineer,Java; JavaScript,NA
Germany,3 to 4 years,NA,Java,NA
United Kingdom,3 to 4 years,NA,JavaScript; Lua; TypeScript,NA
United States,3 to 4 years,NA,C; Java; JavaScript; PHP; Python; Ruby; SQL; Swift,NA
Poland,3 to 4 years,NA,NA,NA
India,3 to 4 years,NA,JavaScript,NA
Kenya,3 to 4 years,Data scientist,C#; PHP; Python,NA
United States,3 to 4 years,NA,JavaScript; Python; Swift,NA
Romania,3 to 4 years,Web developer; Database administrator,C; JavaScript; PHP; SQL,NA
Greece,3 to 4 years,Web developer; Data scientist; Database administrator,Java; R; Scala; TypeScript,NA
Germany,3 to 4 years,NA,C#; Java; Lua; VB.NET,NA
Pakistan,3 to 4 years,NA,JavaScript,NA
Canada,3 to 4 years,NA,Java; Python; Swift,NA
United States,3 to 4 years,NA,Java; Python; SQL,NA
Germany,3 to 4 years,Web developer,Java; R; SQL,NA
India,3 to 4 years,NA,C++; Python,NA
Italy,3 to 4 years,NA,C; C++; Java; JavaScript; Python,NA
Iran,3 to 4 years,Mobile developer,Java; JavaScript,NA
France,3 to 4 years,NA,Assembly; C; C++; C#; Java; JavaScript; Objective-C; PHP; Python; Ruby; SQL; Swift; TypeScript; VB.NET,NA
Cameroon,3 to 4 years,NA,Java,NA
United Kingdom,3 to 4 years,NA,Java; JavaScript; Python,NA
India,3 to 4 years,NA,Assembly; C; C++; Haskell; Python; SQL,NA
India,3 to 4 years,NA,NA,NA
India,3 to 4 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,Java; SQL,NA
India,3 to 4 years,NA,C; C++; Java; Matlab; Python; SQL,NA
Italy,3 to 4 years,NA,JavaScript; Python,NA
United Kingdom,3 to 4 years,NA,C; Java; Matlab; Python,NA
Indonesia,3 to 4 years,Web developer,Go; JavaScript; PHP; SQL,8974.64662328921
Egypt,3 to 4 years,Other,C++; Java; JavaScript; PHP; Python; Swift,NA
Lithuania,3 to 4 years,NA,R; VBA,NA
France,3 to 4 years,NA,PHP; Python,NA
Kenya,3 to 4 years,Web developer; Database administrator; DevOps specialist,NA,NA
United States,3 to 4 years,Web developer,JavaScript; TypeScript,NA
United Kingdom,3 to 4 years,Web developer; Mobile developer; Desktop applications developer,NA,37500
India,3 to 4 years,NA,C; C++; Common Lisp; Dart; Elixir; Erlang; F#; Go; Hack; Haskell; Java; Julia; Objective-C; Perl; PHP; Python; R; Ruby; Rust; Scala; Smalltalk; SQL; Swift; TypeScript; VB.NET; VBA; Visual Basic 6,NA
Germany,3 to 4 years,Web developer; Machine learning specialist; Data scientist,C++; JavaScript; Python; Ruby; SQL,NA
Cuba,3 to 4 years,Web developer,JavaScript; PHP; SQL,NA
Canada,3 to 4 years,NA,C#; F#; Java; JavaScript; Perl; PHP; SQL; VB.NET; VBA,NA
India,3 to 4 years,Web developer; Graphics programming; Desktop applications developer,Java; JavaScript; PHP,NA
Germany,3 to 4 years,NA,Java; JavaScript; PHP; Python; SQL,NA
Uruguay,3 to 4 years,Web developer,JavaScript,NA
Canada,3 to 4 years,NA,Python; R; SQL,NA
Pakistan,3 to 4 years,Web developer; Graphic designer; Desktop applications developer,C#; SQL,NA
Poland,3 to 4 years,NA,Assembly; C++; JavaScript,NA
Germany,3 to 4 years,NA,Matlab; Python; R,NA
Canada,3 to 4 years,Embedded applications/devices developer; Systems administrator,C; C++; Java; Python,NA
India,3 to 4 years,NA,C; C++; Matlab; Python; R,NA
United States,3 to 4 years,Mobile developer; DevOps specialist; Quality assurance engineer,Swift,32e3
Australia,3 to 4 years,Web developer,JavaScript; PHP,NA
Italy,3 to 4 years,NA,C; Java; JavaScript; PHP,NA
United States,3 to 4 years,NA,JavaScript; Objective-C; Swift,NA
United States,3 to 4 years,Web developer; Mobile developer; Machine learning specialist; Data scientist; Graphic designer; Database administrator; Systems administrator; Quality assurance engineer,C#; CoffeeScript; Groovy; Java; JavaScript; Lua; PHP; SQL; Swift; TypeScript,4e4
United Kingdom,3 to 4 years,NA,Python,NA
Canada,3 to 4 years,NA,C; Common Lisp; Java; JavaScript; PHP; Python; SQL,NA
United States,3 to 4 years,Web developer,JavaScript; PHP; SQL,NA
United States,3 to 4 years,NA,JavaScript; Matlab; Python; SQL,NA
United States,3 to 4 years,NA,C; C++,NA
United States,3 to 4 years,Web developer,C#; JavaScript; SQL,6e4
Romania,3 to 4 years,NA,Java; JavaScript; PHP; SQL,NA
Germany,3 to 4 years,NA,C; C++; R,NA
Canada,3 to 4 years,NA,C; C++; Java; JavaScript; PHP; Python; SQL,NA
United States,3 to 4 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer,JavaScript; PHP; Python,NA
United Kingdom,3 to 4 years,Web developer; Desktop applications developer,C#; JavaScript; PHP; SQL,NA
Australia,3 to 4 years,NA,C; C++; JavaScript; Python,NA
Brazil,3 to 4 years,Graphics programming; Graphic designer; Desktop applications developer,C++; C#; Lua,NA
United States,3 to 4 years,NA,C; Java; JavaScript; PHP; Python; Ruby; Swift,NA
United States,3 to 4 years,NA,Java; PHP; Python,NA
I prefer not to say,3 to 4 years,NA,JavaScript,NA
Netherlands,3 to 4 years,NA,C; Java,NA
United States,3 to 4 years,NA,JavaScript; PHP; SQL,NA
Nigeria,3 to 4 years,NA,C++; Java; Python,NA
France,3 to 4 years,Web developer; Graphic designer; Database administrator; DevOps specialist,JavaScript; PHP; SQL,107526.88172043
Poland,3 to 4 years,Web developer,Go; Java,19753.0864197531
India,3 to 4 years,NA,R; SQL; VBA; Visual Basic 6,NA
Pakistan,3 to 4 years,Web developer; Mobile developer; Developer with a statistics or mathematics background,C#,NA
Bulgaria,3 to 4 years,Web developer,Java; JavaScript; PHP; SQL,NA
India,3 to 4 years,NA,Assembly; C; C++; C#; Go; Java; JavaScript; PHP; Python; TypeScript,NA
Germany,3 to 4 years,Web developer,Java; SQL,45161.2903225806
Moldavia,3 to 4 years,Web developer; Developer with a statistics or mathematics background,C; C++; C#; JavaScript; Lua; Matlab; PHP; Ruby; SQL,NA
Netherlands,3 to 4 years,NA,Java; JavaScript; PHP; SQL,NA
Canada,3 to 4 years,NA,JavaScript; PHP; Visual Basic 6,NA
United States,3 to 4 years,Web developer,JavaScript; PHP; Python,NA
India,3 to 4 years,NA,C; C++; Java; JavaScript; PHP; Ruby; SQL; Visual Basic 6,NA
India,3 to 4 years,Web developer; Mobile developer; Developer with a statistics or mathematics background; Graphic designer; Desktop applications developer; Database administrator; Other,Assembly; C; C++; C#; Java; JavaScript; PHP,NA
South Africa,3 to 4 years,Web developer,Assembly; C; C++; C#; Erlang; Java; Python; SQL; VB.NET; VBA,1763.17743132888
Canada,3 to 4 years,NA,Assembly; C; C++; Java,NA
Switzerland,3 to 4 years,NA,Java; JavaScript; PHP; SQL; VBA,NA
United States,3 to 4 years,NA,C; C++; Java; Objective-C; Python,NA
Ukraine,3 to 4 years,NA,Java,NA
Poland,3 to 4 years,Web developer; Mobile developer; Desktop applications developer,C#,864.197530864198
United Kingdom,3 to 4 years,NA,Java; JavaScript; Python; Swift,NA
Portugal,3 to 4 years,Web developer,C#; JavaScript,NA
Sweden,3 to 4 years,NA,R,NA
Egypt,3 to 4 years,Mobile developer; Developer with a statistics or mathematics background,C; C++; Java,NA
Poland,3 to 4 years,Web developer; Desktop applications developer,C#; CoffeeScript; Elixir; Erlang; JavaScript; Ruby,NA
United States,3 to 4 years,NA,Java; JavaScript,NA
Nigeria,3 to 4 years,Web developer; Mobile developer,Java; JavaScript; PHP; SQL; Swift,4117.55361397935
Germany,3 to 4 years,NA,C#,NA
United Kingdom,3 to 4 years,NA,C; C#; Haskell; Java; JavaScript; Python; Rust,NA
United States,3 to 4 years,Web developer,NA,NA
Egypt,3 to 4 years,Web developer; Developer with a statistics or mathematics background,JavaScript; PHP; SQL,NA
Kazakhstan,3 to 4 years,NA,Assembly; C++; JavaScript; PHP; Python; SQL,NA
Portugal,3 to 4 years,Web developer; Mobile developer; Embedded applications/devices developer; Graphics programming; Desktop applications developer; Database administrator; Systems administrator; DevOps specialist,C#; Java; JavaScript; PHP; Python; SQL; VB.NET,NA
United States,3 to 4 years,NA,Python; R; SQL,NA
India,3 to 4 years,NA,Java; Python,NA
United States,3 to 4 years,NA,Java; JavaScript; Python,NA
Bosnia-Herzegovina,3 to 4 years,NA,Assembly; C; C++; PHP,NA
United States,3 to 4 years,NA,Assembly; C; Java; Python; Ruby,NA
United Arab Emirates,3 to 4 years,Desktop applications developer; Systems administrator,C; Python,NA
United States,3 to 4 years,NA,JavaScript; Objective-C; Python; SQL; Swift,NA
Canada,3 to 4 years,NA,Java; Python,NA
Italy,3 to 4 years,NA,C; C++; Java; JavaScript; Matlab; Objective-C; PHP; Python; SQL; Swift,NA
Italy,3 to 4 years,NA,Java; JavaScript; Matlab,NA
Pakistan,3 to 4 years,NA,C; C++; C#; Java; JavaScript; PHP; Python,NA
United States,3 to 4 years,NA,Java; Lua; PHP; Python,NA
United States,3 to 4 years,Web developer,JavaScript; PHP; Python; SQL,65e3
India,3 to 4 years,NA,C; C++; JavaScript; Python; SQL,NA
Venezuela,3 to 4 years,Web developer; Mobile developer,C++; JavaScript,NA
Ireland,3 to 4 years,NA,NA,NA
United States,3 to 4 years,Web developer,NA,NA
Nigeria,3 to 4 years,NA,JavaScript; PHP; Python,NA
Brazil,3 to 4 years,Web developer; Desktop applications developer; Database administrator,Java; JavaScript; PHP; SQL,NA
Myanmar,3 to 4 years,Mobile developer,NA,NA
Argentina,3 to 4 years,Web developer; Embedded applications/devices developer; Developer with a statistics or mathematics background; Data scientist; Desktop applications developer; Quality assurance engineer,NA,NA
Italy,3 to 4 years,NA,NA,NA
Kenya,3 to 4 years,NA,NA,NA
Iran,3 to 4 years,Data scientist,Assembly; C; C++; Java,4321.7879854294
United Kingdom,3 to 4 years,Web developer; Database administrator; Systems administrator,NA,18750
Czech Republic,3 to 4 years,NA,C#; JavaScript; TypeScript,NA
United States,3 to 4 years,NA,NA,NA
United States,3 to 4 years,NA,NA,NA
India,3 to 4 years,NA,C#; JavaScript; SQL,NA
Canada,3 to 4 years,NA,C++; Java,NA
Switzerland,3 to 4 years,NA,C; C++; C#; JavaScript; Matlab; Python,NA
Canada,3 to 4 years,Web developer; Mobile developer; Machine learning specialist; Desktop applications developer; Database administrator; DevOps specialist,NA,NA
Mexico,3 to 4 years,NA,NA,NA
United States,3 to 4 years,Web developer; Desktop applications developer,Assembly; C#,6e4
Serbia,3 to 4 years,NA,C++; C#; JavaScript; SQL,NA
India,3 to 4 years,NA,Assembly; C; C++; Python; SQL,NA
Pakistan,3 to 4 years,Web developer; Graphics programming; Graphic designer,JavaScript; PHP; SQL,8129.77099236641
Indonesia,3 to 4 years,NA,C#; SQL,NA
India,3 to 4 years,DevOps specialist,C#; Java,NA
Brazil,3 to 4 years,NA,C#; JavaScript; Lua; PHP; SQL,NA
India,3 to 4 years,Web developer; Mobile developer; Graphic designer,Java; JavaScript; PHP,NA
India,3 to 4 years,Web developer; Desktop applications developer; Database administrator,C; C#; SQL,NA
Canada,3 to 4 years,Web developer,C#; Java; JavaScript; PHP; R; SQL; TypeScript,NA
Lithuania,3 to 4 years,Web developer; Desktop applications developer,C#; SQL,NA
India,3 to 4 years,NA,Assembly; C; C++; JavaScript,NA
India,3 to 4 years,NA,C; JavaScript; PHP; Python; SQL; VB.NET; Visual Basic 6,NA
United States,3 to 4 years,Web developer,Java; JavaScript; SQL,68e3
United States,3 to 4 years,NA,C++; JavaScript; Python,NA
Norway,3 to 4 years,NA,C++; C#; Java; JavaScript; Objective-C; Python; SQL,NA
United States,3 to 4 years,NA,Assembly; C; C++; C#; CoffeeScript; Common Lisp; Clojure; Dart; Elixir; Erlang; F#; Go; Groovy; Hack; Julia; PHP; Rust; Swift; Visual Basic 6,NA
Uruguay,3 to 4 years,Web developer,C#; SQL,NA
Austria,3 to 4 years,NA,C++; Java; Python,NA
Belgium,3 to 4 years,Web developer,Java; JavaScript; PHP; SQL; VB.NET; VBA; Visual Basic 6,23655.9139784946
Pakistan,3 to 4 years,Web developer; Database administrator,JavaScript; PHP,NA
Brazil,3 to 4 years,NA,JavaScript; VB.NET,NA
Poland,3 to 4 years,Web developer; Machine learning specialist; Desktop applications developer,Java,NA
Sri Lanka,3 to 4 years,NA,Java; Matlab; R,NA
Poland,3 to 4 years,Web developer; Data scientist; Database administrator,C; C++; C#; Common Lisp; Java; JavaScript; PHP; Python; Scala; SQL; VB.NET,12839.5061728395
United States,3 to 4 years,NA,Swift,NA
India,3 to 4 years,Web developer,JavaScript; PHP; Python,NA
Nigeria,3 to 4 years,NA,JavaScript,NA
